tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
"Bán Nhà riêng tạiXã Lại Yên, Huyện Hoài Đức, Hà Nội",5.75,"Xã Lại Yên, Huyện Hoài Đức, Hà Nội",38.0,4,4,5,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",12.79,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",37.0,3,5,7,Sổ hồng,1/21/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",8.2,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",33.0,4,3,7,Sổ hồng,1/22/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",86.5,"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",98.0,4,10,9,Sổ hồng,1/20/2026,thuviennhadat
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội",7,"Xã Vân Canh, Huyện Hoài Đức, Hà Nội",38.0,6,5,5,Sổ hồng,1/20/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạinguyễn xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",34.6,"nguyễn xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",89.0,4,6,10,Sổ hồng,1/20/2026,thuviennhadat
"Bán Nhà riêng tạiKhương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",8.8,"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",35.0,4,4,6,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",14.7,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",45.0,3,4,7,Sổ hồng,1/20/2026,thuviennhadat
"Bán Nhà riêng tạiCầu Bưu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",6.59,"Cầu Bưu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35.0,4,4,6,Sổ hồng,1/20/2026,thuviennhadat
"Bán Nhà riêng tạiHào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",12.8,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",63.0,3,3,7,Sổ hồng,1/21/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",8.6,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",31.0,3,4,6,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Phú tại Khu đô thị mới Văn Phú, Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",37,"Khu đô thị mới Văn Phú, Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",220.0,5,6,8,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà riêng tạiLương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",12.58,"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",50.0,9,5,6,Sổ hồng,12/31/2025,thuviennhadat
"Bán Nhà riêng tạidoãn kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",28.8,"doãn kế thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",70.0,15,16,9,Sổ hồng,1/18/2026,thuviennhadat
"Bán Nhà riêng tạiVương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",16.8,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",45.0,3,4,6,Sổ hồng,1/18/2026,thuviennhadat
"Bán Nhà mặt phố tạiBạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",73,"Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",120.0,6,6,11,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạivăn nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",10.2,"văn nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",42.0,4,3,7,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà riêng tạiThịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",12.8,"Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",44.0,4,6,6,Sổ hồng,1/19/2026,thuviennhadat
"Bán Nhà mặt phố tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",50,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",80.0,9,10,8,Sổ hồng,1/14/2026,thuviennhadat
"Bán Nhà riêng tạiĐường 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",6.5,"Đường 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",35.0,5,5,6,Sổ hồng,1/17/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",5.95,"Đường Lương Sử A, Phường Văn Miếu, Quận Đống Đa, Hà Nội",44.0,3,3,3,Sổ hồng,1/17/2026,thuviennhadat
"Bán Nhà mặt phố tạiNguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",46,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",70.0,4,7,8,Sổ hồng,1/17/2026,thuviennhadat
"Bán Nhà riêng tạiphú cường, Phường Phú Lương, Quận Hà Đông, Hà Nội",5.88,"phú cường, Phường Phú Lương, Quận Hà Đông, Hà Nội",30.0,5,3,4,Sổ hồng,1/17/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",3.2,"Đường Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",13.0,4,2,5,Sổ hồng,1/17/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",5,"Đường Tôn Đức Thắng, Phường Văn Chương, Quận Đống Đa, Hà Nội",20.0,5,4,6,Sổ hồng,1/16/2026,thuviennhadat
"Bán Nhà riêng tạiThái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",8.9,"Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",34.0,3,4,5,Sổ hồng,1/16/2026,thuviennhadat
"Bán Nhà riêng tạiKim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",8.6,"Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",47.0,2,4,6,Sổ hồng,1/16/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Khương Trung, Quận Thanh Xuân, Hà Nội",7.3,"Phường Khương Trung, Quận Thanh Xuân, Hà Nội",31.0,5,4,5,Sổ hồng,1/16/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Ngọc Hà, Quận Ba Đình, Hà Nội",8.6,"Phường Ngọc Hà, Quận Ba Đình, Hà Nội",54.0,4,4,6,Sổ hồng,1/16/2026,thuviennhadat
"Bán Nhà riêng tạiphú lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",11.95,"phú lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",48.0,4,4,5,Sổ hồng,1/15/2026,thuviennhadat
"Bán Nhà mặt phố tạiNguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",2.55,"Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",20.0,2,2,4,Sổ hồng,1/15/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà Nội",9.45,"Đường Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà Nội",49.0,3,4,3,Sổ hồng,1/15/2026,thuviennhadat
"Bán Nhà riêng tạiHàng Cháo, Phường Hàng Bột, Quận Đống Đa, Hà Nội",11.6,"Hàng Cháo, Phường Hàng Bột, Quận Đống Đa, Hà Nội",36.0,3,4,6,Sổ hồng,1/15/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",9.45,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",50.0,3,4,3,Sổ hồng,1/15/2026,thuviennhadat
"Bán Nhà riêng tạiLò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",13.68,"Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",49.0,3,3,5,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà riêng tạitôn đức thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",10.8,"tôn đức thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",32.0,3,4,7,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạiNgọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",10.8,"Ngọc Thuỵ, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",41.0,3,4,7,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạivan canh, Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",8.1,"van canh, Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",48.0,4,4,4,Sổ hồng,1/14/2026,thuviennhadat
"Bán Nhà riêng tạiBồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",8.7,"Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",36.0,3,4,6,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạingô quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",10.9,"ngô quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",40.0,4,3,5,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà mặt phố tạiCổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",29.8,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",80.0,8,8,8,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà riêng tạiLò Đúc, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",13.9,"Lò Đúc, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",42.0,4,4,6,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà riêng tạiThạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",10.9,"Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",45.0,4,4,6,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà riêng tạingô thỳ sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",8.2,"ngô thỳ sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",32.0,3,4,5,Giấy tờ không xác định,1/14/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",10.65,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",40.0,6,4,5,Sổ hồng,1/13/2026,thuviennhadat
"Bán Nhà riêng tạiPhường Đại Kim, Quận Hoàng Mai, Hà Nội",9.68,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",40.0,4,4,6,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề tạiĐường Huỳnh Văn Nghệ, Phường Phúc Lợi, Quận Long Biên, Hà Nội",39.3,"Đường Huỳnh Văn Nghệ, Phường Phúc Lợi, Quận Long Biên, Hà Nội",155.0,4,5,4,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạiSơn Tây, Ba Đình, Hà Nội., Phường Kim Mã, Quận Ba Đình, Hà Nội",13.5,"Sơn Tây, Ba Đình, Hà Nội., Phường Kim Mã, Quận Ba Đình, Hà Nội",42.0,4,5,7,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạiphan đình giót, Phường La Khê, Quận Hà Đông, Hà Nội",7.65,"phan đình giót, Phường La Khê, Quận Hà Đông, Hà Nội",30.0,3,3,5,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",7.89,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",35.0,3,4,5,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạithái hà, đống đa, hà nội, Phường Quang Trung, Quận Đống Đa, Hà Nội",31.5,"thái hà, đống đa, hà nội, Phường Quang Trung, Quận Đống Đa, Hà Nội",55.0,6,5,9,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạingô quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",10.3,"ngô quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",32.0,3,4,5,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạiphố lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",8.5,"phố lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",31.0,3,4,5,Sổ hồng,1/12/2026,thuviennhadat
"Bán Nhà riêng tạiTô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",9.5,"Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",36.0,4,3,4,Sổ hồng,1/10/2026,thuviennhadat
"Bán Nhà riêng tạitô hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",11.25,"tô hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",40.0,6,4,5,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạiHào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",9.4,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",36.0,3,4,6,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",46.5,"Đường Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",150.0,5,6,7,Sổ hồng,1/11/2026,thuviennhadat
"Bán Nhà riêng tạiTrần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",7.35,"Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",35.0,3,4,4,Sổ hồng,1/10/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",14.9,"Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",63.0,4,3,6,Sổ hồng,1/10/2026,thuviennhadat
"Bán Nhà riêng tạiCổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",9.53,"Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",38.0,4,5,6,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",9.6,"Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",30.0,3,4,5,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiTrung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",10.4,"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",38.0,3,4,4,Sổ hồng,1/10/2026,thuviennhadat
"Bán Nhà riêng tạibà triệu, Phường Quang Trung, Quận Hà Đông, Hà Nội",12.5,"bà triệu, Phường Quang Trung, Quận Hà Đông, Hà Nội",32.0,3,4,5,Sổ hồng,1/10/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",15,"Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội",50.0,4,5,7,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",12.5,"Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",43.0,3,4,6,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiXã Vân Côn, Huyện Hoài Đức, Hà Nội",4.5,"Xã Vân Côn, Huyện Hoài Đức, Hà Nội",43.0,4,4,5,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà mặt phố tạiPhố Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",20.3,"Phố Nguyễn Mậu Tài, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",80.0,5,5,7,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà mặt phố tạiphố Thành Trung, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",38.5,"phố Thành Trung, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",90.0,5,5,5,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiTư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",16.3,"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",52.0,4,4,7,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",16.3,"Nguyễn Sơn, Phường Bồ Đề, Quận Long Biên, Hà Nội",52.0,5,5,7,Sổ hồng,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiNguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",9.75,"Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35.0,3,4,5,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiĐa sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.6,"Đa sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38.0,4,3,5,Giấy tờ không xác định,1/9/2026,thuviennhadat
"Bán Nhà riêng tạiPhan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",7.7,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",30.0,3,4,5,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiNgô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",8.8,"Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",45.0,4,3,5,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà riêng tạiHoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",23.5,"Hoàng Văn Thái , Phường Khương Mai, Quận Thanh Xuân, Hà Nội",60.0,5,6,8,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà biệt thự, liền kề theo dự ánKhai Sơn City tại Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",34,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",100.0,3,4,7,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiĐa sỹ , Phường Kiến Hưng, Quận Hà Đông, Hà Nội",20.3,"Đa sỹ , Phường Kiến Hưng, Quận Hà Đông, Hà Nội",75.0,5,5,7,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",16.8,"Đường Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",48.0,6,5,5,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",18.95,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",45.0,6,5,8,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",19.7,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",60.0,4,5,7,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà mặt phố tạiHoè Nhai, Phường Quán Thánh, Quận Ba Đình, Hà Nội",30.5,"Hoè Nhai, Phường Quán Thánh, Quận Ba Đình, Hà Nội",50.0,3,5,9,Sổ hồng,1/8/2026,thuviennhadat
"Bán Nhà riêng tạiChùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",10.8,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",42.0,6,4,7,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",22.3,"Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",50.0,4,8,7,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiPhú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",12.74,"Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",48.0,4,4,7,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiTrung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",9.5,"Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",33.0,3,4,5,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà mặt phố tạiĐịnh Công, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",21.2,"Định Công, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",84.0,2,2,2,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiBằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",10,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",45.0,4,5,6,Sổ hồng,1/7/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",16.6,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",50.0,4,5,7,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiXã Kim Chung, Huyện Hoài Đức, Hà Nội",6.2,"Xã Kim Chung, Huyện Hoài Đức, Hà Nội",38.0,5,5,5,Sổ hồng,1/2/2026,thuviennhadat
"Bán Nhà riêng tạikim Giang, Phường Định Công, Quận Hoàng Mai, Hà Nội",9.8,"kim Giang, Phường Định Công, Quận Hoàng Mai, Hà Nội",40.0,2,2,6,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà mặt phố tạiPhường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",20.3,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",76.0,4,3,7,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà mặt phố theo dự ánDự án Thuận An tại Dự án Thuận An, phố Thuận An, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",17.6,"Dự án Thuận An, phố Thuận An, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",90.0,4,4,4,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiPhạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",8.88,"Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",32.0,4,5,6,Sổ hồng,1/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",7.95,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",30.0,3,3,5,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà mặt phố tạiTrần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",64.8,"Trần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",90.0,5,9,11,Sổ hồng,1/5/2026,thuviennhadat
"Bán Nhà riêng tạiĐịnh Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",8.3,"Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",55.0,4,2,6,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà riêng tạiHồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",12.5,"Hồ Ba Mẫu, Phường Văn Miếu, Quận Đống Đa, Hà Nội",52.0,2,2,7,Sổ hồng,1/6/2026,thuviennhadat
"Bán Nhà mặt phố tạiLáng hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",20.8,"Láng hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",35.0,5,6,7,Sổ hồng,1/6/2026,thuviennhadat
